es,en,scores,qualify
"Jajajjaja y en colombia los van a sacar de las cárceles ….. Jajajjaja valla ejemplo … buena Nayib bikele .. así es … duro con las leyes, por q la plata del narcotrafico no hacen cárceles y leyes más duras … Pero gobierno guerrillero…..","Hahahahaha and in Colombia they are going to get them out of prisons… Hahahaha, set an example… good Nayib bikele… that's right… hard on the laws, because the money from drug trafficking doesn't make prisons and tougher laws… But the guerrilla government…. .",0.2732,positive
Ojalá en colombia lo pongan en práctica en vez de llamarlos “gestores de paz”,"Hopefully in Colombia they put it into practice instead of calling them ""peace managers""",0.7351,positive
👏👏👏👏,👏👏👏👏,0.0,neutral
👏👏👏👏,👏👏👏👏,0.0,neutral
mientras tanto en Colombia sí reducimos lo que consideramos criminal entonces hay menos criminales,meanwhile in Colombia we do reduce what we consider criminal so there are fewer criminals,-0.7964,negative
Ojalá Colombia cogiera ejemplo y le invirtieran a eso,I wish Colombia would take an example and invest in that,0.4019,positive
Necesitamos un bukele aquí Q mande al hmno.,We need a bukele here. Send the brother.,0.0,neutral
"Muy linda la carcel, ojalá también construya con ese impulso escuelas y universidades","The jail is very nice, hopefully it will also build schools and universities with that impulse",0.7245,positive
Que grande ese Presidente 👏🏻👏🏻👏🏻 Y en Colombia están mirando cómo los ponen de gestores de paz 🤦🏻‍♂️🤦🏻‍♂️,How great is that President 👏🏻👏🏻👏🏻 And in Colombia they are watching how they make them peace managers 🤦🏻‍♂️🤦🏻‍♂️,0.8225,positive
Cuando no se roban la plata ..se ve progreso 👏,"When the money is not stolen, progress is seen 👏",0.0762,positive
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral
Y por la educación que ha hecho? Por la gente pobre que ha hecho? Por la niñez que ha hecho? Un estado acaso solo se basa en pelear con pandillas? Neeeext,And for the education you have done? For the poor people he has made? For the childhood that he has done? Is a state only based on fighting gangs? neeeext,-0.7622,negative
@gatoalejandr0 bitcoin en declive ? Amigo si no sabes nada de crío tomo esas no comentes estupideces porfa,"@gatoalejandr0 bitcoin in decline? Friend, if you don't know anything about a child, I'll take those, please don't comment on stupid things",0.8061,positive
@gustavopetrourrego a ver si aprende un poquito en vez de estar pensando en sacar un poco de maleantes de la cárcel haha más y más grandes,@gustavopetrourrego let's see if he learns a little instead of thinking about getting some thugs out of jail haha ​​bigger and bigger,0.4588,positive
👏👏👏👏 que manden los que están aquí tambien,👏👏👏👏 send those who are here too,0.0,neutral
Lo que necesitamos!!!,What we need!!!,0.0,neutral
Acá en colombia viven “sabroso” 😂😂😂,"Here in Colombia they live ""tasty"" 😂😂😂",0.0,neutral
Supongo que eso también incluye el bono de 500k,I guess that also includes the 500k bonus,0.5423,positive
Y acá con este payaso 🤡 de presidente los va dejar libres . Petro 🤡🤡🤡,And here with this clown 🤡 as president he will set them free. Petro 🤡🤡🤡,0.5106,positive
"Que presidente Dios mío, que grande, envidia de la buena del salvador 🙌❤️","What a president, my God, how great, envy of the good one from El Salvador 🙌❤️",0.7906,positive
"@gustavopetrourrego, Te invitó a que asistas a estas clases y te instruyas un poquito, de un verdadero profesional experto con eficacia y eficiencia, lo que tú no tienes. 😶‍🌫️🎪","@gustavopetrourrego, He invited you to attend these classes and educate yourself a little, from a true expert professional with effectiveness and efficiency, which you don't have. 😶‍🌫️🎪",0.6151,positive
@williamandreslt,@williamandreslt,0.0,neutral
Aquí los Sueltan Por Falta de Pantalones y Deudas Políticas ayy Mi País Por Que Ese Hombre No Nació Aquí 😢,"Here they are released for lack of pants and political debts, oh, my country, because that man was not born here 😢",-0.3182,negative
Que agradable sujeto,what a nice subject,0.4215,positive
👏👏👏👏👏👏,👏👏👏👏👏👏,0.0,neutral
Acá tenemos a Barrabas pero de Presi. Soltando reos y a toda su cúpula de Amiguis,Here we have Barrabas but from Presi. Releasing inmates and their entire dome of Amiguis,0.0,neutral
Ese men es Harvey en ciudad gótica,That man is Harvey in Gotham City.,0.0,neutral
Cuando será que el hdpetro de presidente que tenemos hace algo así en lugar de estar liberando a esa mano de vándalos de la 1 línea,When will the president's hdpetro that we have do something like this instead of freeing that hand of vandals from the 1 line,0.8316,positive
@gustavopetrourrego aprenda mijo,@gustavopetrourrego learn millet,0.0,neutral
Y en Colombia? Gestores de paz!😂,And in Colombia? Peace managers!😂,0.5848,positive
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral
👏👏,👏👏,0.0,neutral
"Y lo mejor, en la mitad de la nada e incomunicados! Ni las palomas entrenadas llegan allá para levar droga y celulares.","And the best, in the middle of nowhere and isolated! Not even trained pigeons get there to take drugs and cell phones.",0.7546,positive
👏👏👏👏👏👏👏👏excelente,👏👏👏👏👏👏👏👏 excellent,0.5719,positive
👏👏👏,👏👏👏,0.0,neutral
👏👏👏,👏👏👏,0.0,neutral
Mientras tanto petro busca como liberar a 40 mil gestores de paz !!!!!,"Meanwhile, Petro seeks to free 40,000 peace managers!!!!!",0.8388,positive
Bien hecho presidente!!!,Well done president!!!,0.4545,positive
Y acá queriendo excarcelar a más de 6 mil!!!,And here wanting to release more than 6 thousand!!!,0.0,neutral
Guantanamo 8.0,Guantanamo 8.0,0.0,neutral
Digno de toda mi admiración 👏 así necesitamos uno aquí!,Worthy of all my admiration 👏 so we need one here!,0.7712,positive
Mi sueño hecho realidad. Algo así es lo que se necesita que quede lejos de zonas urbanas o rurales,My dream come true. Something like this is what is needed to be far from urban or rural areas,0.743,positive
Aprenda @gustavopetrourrego,Learn @gustavopetrourrego,0.0,neutral
En colombia serian 40 mil millones de pesos mensuales para nuestros queridos gestores de paz ☺️,In Colombia it would be 40 billion pesos per month for our beloved peace managers ☺️,0.7783,positive
@cristianramosp El cambio !,@cristianramosp The change!,0.0,neutral
👏👏👏,👏👏👏,0.0,neutral
Que maravilla!!,Wonderful!!,0.6467,positive
Se demoró la obra igual que lo que tardan aquí * sarcasmo *,The work took as long as they take here * sarcasm *,-0.2263,negative
Acá los dejan libres por vencimiento de términos o les dan casa pro cárcel.,Here they are released due to the expiration of their terms or they are given a house by jail.,0.0,neutral
En Colombia ya son gestores de paz 🤣😕,In Colombia they are already peace managers 🤣😕,0.5423,positive
"Eso es un hotel 5 estrellas, demasiadas comodidades para esos tipos.","That's a 5-star hotel, too many amenities for those guys.",0.0,neutral
"Considero que esta mal, genial que haga obras publicas pero meterlos en la carcel sin un plan para rehabilitarlos y/o reintegrarlos en la sociedad es practimente hacer nada","I think it's wrong, it's great that he does public works but putting them in jail without a plan to rehabilitate them and/or reintegrate them into society is practically doing nothing",0.128,positive
Señor petro mire hacia allá y coja ejemplo,"Mr. Petro, look over there and take an example",0.0,neutral
👏👏👏👏,👏👏👏👏,0.0,neutral
Puede San Salvador que es un país que tiene menos recursos que colombia y acá dejan libres al día siguiente a los delincuentes por hacinamiento carcelario.,"Can San Salvador, which is a country that has fewer resources than Colombia and here they release criminals the next day due to prison overcrowding.",-0.7906,negative
Se me vino a la mente el #Congreso,The #Congress came to mind,0.0,neutral
Acá los vamos a dejar libres por hacinamiento 😂😂,Here we are going to set them free due to overcrowding 😂😂,0.5106,positive
Vente para acá que acá los están soltando,"Come here, they are releasing them here",0.0,neutral
Black gate💀,blackgate💀,0.0,neutral
La Gente que se piensa que esa es la solución a la delincuencia son bastantes cortitos🤡😂,People who think that this is the solution to crime are quite short 🤡😂,-0.296,negative
@lamortegui 😂😂😂😂👏👏,@lamortegui 😂😂😂😂👏👏,0.0,neutral
Acá en l propio narcotrafico les quiere decir entregar el estado y los llama gestores de paz el hermano el kakas 💩 vende los cupos a 1 millón de dólares 💵,"Here in the drug trade itself, he wants to tell them to hand over the state and brother el kakas calls them peace managers 💩 he sells the tickets for 1 million dollars 💵",0.7717,positive
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral
👏👏,👏👏,0.0,neutral
"Ahora dirán q es un dictador , q eso es muy fuerte 😂😂😂😂😂 , ese es el q necesita colombia para q la delincuencia sepa q el pueblo no se puede aconsejar y que un presidente es la cabeza y no cola del poder popular 😂😂😂","Now they will say that he is a dictator, that he is very strong 😂😂",0.5563,positive
Cuando no se roban los recursos 👏,When resources are not stolen 👏,0.3875,positive
👏👏👏👏👏,👏👏👏👏👏,0.0,neutral
@davidjaimes13 y seguramente uno de ellos sería presidente 😵‍💫🤦🏻‍♀️,@ davidjaimes13 and surely one of them would be president 😵‍💫🤦🏻‍♀️,0.4404,positive
Hola bendiciones a diario pongo mi historia por acá ofreciendo los postres que vendo pero cada día es más difícil porfavor se los ruego quien no pueda ayudarme comprando porfavor con algo de comida yo voy a donde sea a buscarla me encuentro en mompox ruego su apoyo porque lo necesito porfavor Dios los bendiga visita mi perfil para que me conozcas 👏🏻😔🙌🏻,"Hello, blessings. Every day I put my story here offering the desserts that I sell, but every day it is more difficult, please, I beg whoever cannot help me by buying some food, please, I go anywhere to look for it. I am in mompox, I beg your support because I I need to please God bless you visit my profile so you can get to know me 👏🏻😔🙌🏻",0.9401,positive
Pobres gestores de paz los del kks,Poor peace managers from the kks,0.1027,positive
👏👏👏👏,👏👏👏👏,0.0,neutral
Nayib te necesitamos en Colombia!,Nayib we need you in Colombia!,0.0,neutral
"Mientras tanto en Colombia, proponiendo que algunos delitos dejen de ser llamados delitos para que muchos angelitos no sean llamados delincuentes 😂😂😂","Meanwhile in Colombia, proposing that some crimes stop being called crimes so that many little angels are not called criminals 😂😂😂",0.2018,positive
